,Language,a,b,c,d,prompts
281,PT,colorido,descolorado,colorido,"['incolor', 'apagado', 'neutro', 'pálido', 'branco', 'descolorado', 'desvanecido', 'descolorido', 'deslavado', 'baço', 'enevoado', 'acinzentado', 'estiolado', 'lúrido', 'ceroso', 'branqueado', 'desbotado,cinzentão,encerado']","""colorido"" está para ""descolorado"" assim como ""colorido"" está para "
282,PT,decisivo,hesitante,colorido,"['incolor', 'apagado', 'neutro', 'pálido', 'branco', 'descolorado', 'desvanecido', 'descolorido', 'deslavado', 'baço', 'enevoado', 'acinzentado', 'estiolado', 'lúrido', 'ceroso', 'branqueado', 'desbotado,cinzentão,encerado']","""decisivo"" está para ""hesitante"" assim como ""colorido"" está para "
283,PT,colorido,incolor,competente,"['incompetente', 'incapaz', 'não_qualificado', 'ineficiente', 'inexperiente,inapto']","""colorido"" está para ""incolor"" assim como ""competente"" está para "
284,PT,colorido,descolorado,abundante,"['escasso', 'raro', 'apertado', 'parco', 'escassamente', 'insuficiente', 'deficitário', 'exíguo,deficiente']","""colorido"" está para ""descolorado"" assim como ""abundante"" está para "
285,PT,bonito,pouco_atraente,competente,"['incompetente', 'incapaz', 'não_qualificado', 'ineficiente', 'inexperiente,inapto']","""bonito"" está para ""pouco_atraente"" assim como ""competente"" está para "
286,PT,bonito,repulsivo,colorido,"['incolor', 'apagado', 'neutro', 'pálido', 'branco', 'descolorado', 'desvanecido', 'descolorido', 'deslavado', 'baço', 'enevoado', 'acinzentado', 'estiolado', 'lúrido', 'ceroso', 'branqueado', 'desbotado,cinzentão,encerado']","""bonito"" está para ""repulsivo"" assim como ""colorido"" está para "
287,PT,decisivo,hesitante,claro,"['vago', 'obscuro', 'pouco_claro', 'indefindo', 'indefinível', 'incerto']","""decisivo"" está para ""hesitante"" assim como ""claro"" está para "
288,PT,colorido,descolorado,perigoso,"['seguro', 'infalível', 'sem_risco', 'sem_perigo', 'são_e_salvo', 'ileso', 'inofensivo', 'invulnerável', 'incólume']","""colorido"" está para ""descolorado"" assim como ""perigoso"" está para "
289,PT,colorido,branco,colorido,"['incolor', 'apagado', 'neutro', 'pálido', 'branco', 'descolorado', 'desvanecido', 'descolorido', 'deslavado', 'baço', 'enevoado', 'acinzentado', 'estiolado', 'lúrido', 'ceroso', 'branqueado', 'desbotado,cinzentão,encerado']","""colorido"" está para ""branco"" assim como ""colorido"" está para "
290,PT,consciente,indiferente,colorido,"['incolor', 'apagado', 'neutro', 'pálido', 'branco', 'descolorado', 'desvanecido', 'descolorido', 'deslavado', 'baço', 'enevoado', 'acinzentado', 'estiolado', 'lúrido', 'ceroso', 'branqueado', 'desbotado,cinzentão,encerado']","""consciente"" está para ""indiferente"" assim como ""colorido"" está para "
291,PT,abundante,apertado,bonito,"['feio', 'desfigurado', 'mal-encarado', 'grotesco', 'monstruoso', 'hideondo', 'repulsivo', 'desfavorecido', 'escrofuloso', 'pouco_atraente', 'não_atraente', 'estranho', 'disforme']","""abundante"" está para ""apertado"" assim como ""bonito"" está para "
292,PT,cozinhado,meio_cru,decisivo,"['hesitante', 'indeciso', 'inconclusivo', 'irresolúvel', 'inconcludente']","""cozinhado"" está para ""meio_cru"" assim como ""decisivo"" está para "
293,PT,colorido,neutro,abundante,"['escasso', 'raro', 'apertado', 'parco', 'escassamente', 'insuficiente', 'deficitário', 'exíguo,deficiente']","""colorido"" está para ""neutro"" assim como ""abundante"" está para "
294,PT,competente,incompetente,colorido,"['incolor', 'apagado', 'neutro', 'pálido', 'branco', 'descolorado', 'desvanecido', 'descolorido', 'deslavado', 'baço', 'enevoado', 'acinzentado', 'estiolado', 'lúrido', 'ceroso', 'branqueado', 'desbotado,cinzentão,encerado']","""competente"" está para ""incompetente"" assim como ""colorido"" está para "
295,PT,bonito,feio,colorido,"['incolor', 'apagado', 'neutro', 'pálido', 'branco', 'descolorado', 'desvanecido', 'descolorido', 'deslavado', 'baço', 'enevoado', 'acinzentado', 'estiolado', 'lúrido', 'ceroso', 'branqueado', 'desbotado,cinzentão,encerado']","""bonito"" está para ""feio"" assim como ""colorido"" está para "
296,PT,consciente,indiferente,competente,"['incompetente', 'incapaz', 'não_qualificado', 'ineficiente', 'inexperiente,inapto']","""consciente"" está para ""indiferente"" assim como ""competente"" está para "
297,PT,claro,indefindo,capaz,"['incapaz', 'incompetente', 'inadequado']","""claro"" está para ""indefindo"" assim como ""capaz"" está para "
298,PT,comum,raro,preocupado,"['despreocupado', 'desinteressado', 'casual', 'desprendido', 'à_margem', 'indiferente', 'negligente', 'não_perturbado', 'desfocado']","""comum"" está para ""raro"" assim como ""preocupado"" está para "
299,PT,cozinhado,meio_cru,claro,"['vago', 'obscuro', 'pouco_claro', 'indefindo', 'indefinível', 'incerto']","""cozinhado"" está para ""meio_cru"" assim como ""claro"" está para "
300,HR,šaren,neutralan,odlučan,"['koji_oklijeva', 'neodlučan', 'neuvjerljiv']","Odnos između riječi ""šaren"" i ""neutralan"" jednak je odnosu između riječi ""odlučan"" i "
301,HR,svjestan,ravnodušan,šaren,"['bezbojan', 'tmuran', 'neutralan', 'blijed', 'bijel', 'izbijeljen', 'izblijedio', 'ispran', 'jednoličan', 'mračan', 'posivio', 'smrtno_blijed', 'voštan', 'kao_vosak', 'pobijeljen']","Odnos između riječi ""svjestan"" i ""ravnodušan"" jednak je odnosu između riječi ""šaren"" i "
302,HR,zabrinut,ležeran,zabrinut,"['ravnodušan', 'blaziran', 'ležeran', 'bezbrižan', 'nonšalantan', 'rezerviran', 'udaljen', 'nezainteresiran', 'bez_brige', 'flegmatičan']","Odnos između riječi ""zabrinut"" i ""ležeran"" jednak je odnosu između riječi ""zabrinut"" i "
303,HR,šaren,mračan,lijep,"['ružan', 'unakažen', 'zlobna_izgleda', 'groteskan', 'monstruozan', 'odvratan', 'odbojan', 'neugledan', 'škrofulozan', 'neprijatan', 'neugodan', 'neprivlačan', 'nezgrapan', 'izobličen,gnusan']","Odnos između riječi ""šaren"" i ""mračan"" jednak je odnosu između riječi ""lijep"" i "
304,HR,odlučan,neodlučan,sposoban,"['nesposoban', 'nevješt', 'nekvalificiran', 'nedovoljan', 'neobrazovan,nestručan']","Odnos između riječi ""odlučan"" i ""neodlučan"" jednak je odnosu između riječi ""sposoban"" i "
305,HR,šaren,bijel,odlučan,"['koji_oklijeva', 'neodlučan', 'neuvjerljiv']","Odnos između riječi ""šaren"" i ""bijel"" jednak je odnosu između riječi ""odlučan"" i "
306,HR,obilan,manjkav,skuhan,"['sirov', 'polukuhan', 'svjež', 'prirodan', 'slabo_pečen', 'nekuhan', 'nepečen']","Odnos između riječi ""obilan"" i ""manjkav"" jednak je odnosu između riječi ""skuhan"" i "
307,HR,sposoban,nesposoban,običan,"['rijedak', 'neobičan', 'izvanredan']","Odnos između riječi ""sposoban"" i ""nesposoban"" jednak je odnosu između riječi ""običan"" i "
308,HR,lijep,ružan,zabrinut,"['ravnodušan', 'blaziran', 'ležeran', 'bezbrižan', 'nonšalantan', 'rezerviran', 'udaljen', 'nezainteresiran', 'bez_brige', 'flegmatičan']","Odnos između riječi ""lijep"" i ""ružan"" jednak je odnosu između riječi ""zabrinut"" i "
309,HR,opasan,siguran,lijep,"['ružan', 'unakažen', 'zlobna_izgleda', 'groteskan', 'monstruozan', 'odvratan', 'odbojan', 'neugledan', 'škrofulozan', 'neprijatan', 'neugodan', 'neprivlačan', 'nezgrapan', 'izobličen,gnusan']","Odnos između riječi ""opasan"" i ""siguran"" jednak je odnosu između riječi ""lijep"" i "
310,HR,opasan,siguran,opasan,"['siguran', 'bez_rizika', 'nerizičan', 'potpuno_siguran', 'neokrznjen', 'bezopasan', 'neranjiv', 'zajamčen', 'neoštećen', 'nepovrediv']","Odnos između riječi ""opasan"" i ""siguran"" jednak je odnosu između riječi ""opasan"" i "
311,HR,šaren,izbijeljen,šaren,"['bezbojan', 'tmuran', 'neutralan', 'blijed', 'bijel', 'izbijeljen', 'izblijedio', 'ispran', 'jednoličan', 'mračan', 'posivio', 'smrtno_blijed', 'voštan', 'kao_vosak', 'pobijeljen']","Odnos između riječi ""šaren"" i ""izbijeljen"" jednak je odnosu između riječi ""šaren"" i "
312,HR,odlučan,koji_oklijeva,šaren,"['bezbojan', 'tmuran', 'neutralan', 'blijed', 'bijel', 'izbijeljen', 'izblijedio', 'ispran', 'jednoličan', 'mračan', 'posivio', 'smrtno_blijed', 'voštan', 'kao_vosak', 'pobijeljen']","Odnos između riječi ""odlučan"" i ""koji_oklijeva"" jednak je odnosu između riječi ""šaren"" i "
313,HR,šaren,bezbojan,sposoban,"['nesposoban', 'nevješt', 'nekvalificiran', 'nedovoljan', 'neobrazovan,nestručan']","Odnos između riječi ""šaren"" i ""bezbojan"" jednak je odnosu između riječi ""sposoban"" i "
314,HR,šaren,izbijeljen,obilan,"['oskudan', 'rijedak', 'tijesan', 'oskudno', 'škrt', 'nedovoljan', 'manjkav', 'tanan,nedostatan']","Odnos između riječi ""šaren"" i ""izbijeljen"" jednak je odnosu između riječi ""obilan"" i "
315,HR,lijep,neprijatan,sposoban,"['nesposoban', 'nevješt', 'nekvalificiran', 'nedovoljan', 'neobrazovan,nestručan']","Odnos između riječi ""lijep"" i ""neprijatan"" jednak je odnosu između riječi ""sposoban"" i "
316,HR,lijep,odbojan,šaren,"['bezbojan', 'tmuran', 'neutralan', 'blijed', 'bijel', 'izbijeljen', 'izblijedio', 'ispran', 'jednoličan', 'mračan', 'posivio', 'smrtno_blijed', 'voštan', 'kao_vosak', 'pobijeljen']","Odnos između riječi ""lijep"" i ""odbojan"" jednak je odnosu između riječi ""šaren"" i "
317,HR,odlučan,koji_oklijeva,jasan,"['nejasan', 'nedefiniran', 'neodrediv', 'neopisiv']","Odnos između riječi ""odlučan"" i ""koji_oklijeva"" jednak je odnosu između riječi ""jasan"" i "
318,HR,šaren,izbijeljen,opasan,"['siguran', 'bez_rizika', 'nerizičan', 'potpuno_siguran', 'neokrznjen', 'bezopasan', 'neranjiv', 'zajamčen', 'neoštećen', 'nepovrediv']","Odnos između riječi ""šaren"" i ""izbijeljen"" jednak je odnosu između riječi ""opasan"" i "
319,HR,šaren,bijel,šaren,"['bezbojan', 'tmuran', 'neutralan', 'blijed', 'bijel', 'izbijeljen', 'izblijedio', 'ispran', 'jednoličan', 'mračan', 'posivio', 'smrtno_blijed', 'voštan', 'kao_vosak', 'pobijeljen']","Odnos između riječi ""šaren"" i ""bijel"" jednak je odnosu između riječi ""šaren"" i "
320,HR,svjestan,ravnodušan,šaren,"['bezbojan', 'tmuran', 'neutralan', 'blijed', 'bijel', 'izbijeljen', 'izblijedio', 'ispran', 'jednoličan', 'mračan', 'posivio', 'smrtno_blijed', 'voštan', 'kao_vosak', 'pobijeljen']","Odnos između riječi ""svjestan"" i ""ravnodušan"" jednak je odnosu između riječi ""šaren"" i "
321,HR,obilan,tijesan,lijep,"['ružan', 'unakažen', 'zlobna_izgleda', 'groteskan', 'monstruozan', 'odvratan', 'odbojan', 'neugledan', 'škrofulozan', 'neprijatan', 'neugodan', 'neprivlačan', 'nezgrapan', 'izobličen,gnusan']","Odnos između riječi ""obilan"" i ""tijesan"" jednak je odnosu između riječi ""lijep"" i "
322,HR,skuhan,polukuhan,odlučan,"['koji_oklijeva', 'neodlučan', 'neuvjerljiv']","Odnos između riječi ""skuhan"" i ""polukuhan"" jednak je odnosu između riječi ""odlučan"" i "
323,HR,šaren,neutralan,obilan,"['oskudan', 'rijedak', 'tijesan', 'oskudno', 'škrt', 'nedovoljan', 'manjkav', 'tanan,nedostatan']","Odnos između riječi ""šaren"" i ""neutralan"" jednak je odnosu između riječi ""obilan"" i "
324,HR,sposoban,nesposoban,šaren,"['bezbojan', 'tmuran', 'neutralan', 'blijed', 'bijel', 'izbijeljen', 'izblijedio', 'ispran', 'jednoličan', 'mračan', 'posivio', 'smrtno_blijed', 'voštan', 'kao_vosak', 'pobijeljen']","Odnos između riječi ""sposoban"" i ""nesposoban"" jednak je odnosu između riječi ""šaren"" i "
325,HR,lijep,ružan,šaren,"['bezbojan', 'tmuran', 'neutralan', 'blijed', 'bijel', 'izbijeljen', 'izblijedio', 'ispran', 'jednoličan', 'mračan', 'posivio', 'smrtno_blijed', 'voštan', 'kao_vosak', 'pobijeljen']","Odnos između riječi ""lijep"" i ""ružan"" jednak je odnosu između riječi ""šaren"" i "
326,HR,svjestan,ravnodušan,sposoban,"['nesposoban', 'nevješt', 'nekvalificiran', 'nedovoljan', 'neobrazovan,nestručan']","Odnos između riječi ""svjestan"" i ""ravnodušan"" jednak je odnosu između riječi ""sposoban"" i "
327,HR,jasan,nedefiniran,sposoban,"['nesposoban', 'nekompetentan', 'nejednak', 'nemoćan']","Odnos između riječi ""jasan"" i ""nedefiniran"" jednak je odnosu između riječi ""sposoban"" i "
328,HR,običan,rijedak,zabrinut,"['ravnodušan', 'blaziran', 'ležeran', 'bezbrižan', 'nonšalantan', 'rezerviran', 'udaljen', 'nezainteresiran', 'bez_brige', 'flegmatičan']","Odnos između riječi ""običan"" i ""rijedak"" jednak je odnosu između riječi ""zabrinut"" i "
329,HR,skuhan,polukuhan,jasan,"['nejasan', 'nedefiniran', 'neodrediv', 'neopisiv']","Odnos između riječi ""skuhan"" i ""polukuhan"" jednak je odnosu između riječi ""jasan"" i "
330,DE,bunt,neutral,entschlossen,"['zögernd', 'unentschlossen', 'zögerlich', 'unschlüssig', 'unentschieden']","""bunt"" ist zu ""neutral"" wie ""entschlossen"" ist zu "
331,DE,bewusst,desinteressiert,bunt,"['farblos', 'dumpf', 'neutral', 'blass', 'weiß', 'gebleicht', 'verblasst', 'ausgewaschen', 'verwaschen', 'glanzlos', 'düster', 'dunkel', 'abgestumpft', 'ergraut', 'etioliert', 'grell', 'wächsern', 'wie_Wachs', 'wachsartig', 'geweißt', 'stumpf,einfärbig']","""bewusst"" ist zu ""desinteressiert"" wie ""bunt"" ist zu "
332,DE,bekümmert,lässig,bekümmert,"['unbekümmert', 'gleichgültig', 'unbeschwert', 'lässig', 'nonchalant', 'ungezwungen', 'losgelöst', 'unbeteiligt', 'desinteressiert', 'sorglos', 'ungestört', 'gelöst']","""bekümmert"" ist zu ""lässig"" wie ""bekümmert"" ist zu "
333,DE,bunt,düster,schön,"['hässlich', 'entstellt', 'böse_aussehend', 'potthässlich', 'grotesk', 'monströs', 'abscheulich', 'abstoßend', 'skrofulös', 'reizlos', 'unschön', 'unansehnlich', 'widerlich', 'unattraktiv', 'plump']","""bunt"" ist zu ""düster"" wie ""schön"" ist zu "
334,DE,entschlossen,unentschlossen,kompetent,"['inkompetent', 'ungelernt', 'unqualifiziert', 'ineffizient', 'nicht_ausgebildet,ungebildet']","""entschlossen"" ist zu ""unentschlossen"" wie ""kompetent"" ist zu "
335,DE,bunt,weiß,entschlossen,"['zögernd', 'unentschlossen', 'zögerlich', 'unschlüssig', 'unentschieden']","""bunt"" ist zu ""weiß"" wie ""entschlossen"" ist zu "
336,DE,reichlich,mangelhaft,gekocht,"['roh', 'halbgar', 'frisch', 'natürlich', 'halbroh', 'ungekocht', 'ungetoastet', 'naturbelassen']","""reichlich"" ist zu ""mangelhaft"" wie ""gekocht"" ist zu "
337,DE,fähig,unfähig,häufig,"['rar', 'vereinzelt', 'selten', 'ungewöhnlich', 'außergewöhnlich']","""fähig"" ist zu ""unfähig"" wie ""häufig"" ist zu "
338,DE,schön,hässlich,bekümmert,"['unbekümmert', 'gleichgültig', 'unbeschwert', 'lässig', 'nonchalant', 'ungezwungen', 'losgelöst', 'unbeteiligt', 'desinteressiert', 'sorglos', 'ungestört', 'gelöst']","""schön"" ist zu ""hässlich"" wie ""bekümmert"" ist zu "
339,DE,gefährlich,sicher,schön,"['hässlich', 'entstellt', 'böse_aussehend', 'potthässlich', 'grotesk', 'monströs', 'abscheulich', 'abstoßend', 'skrofulös', 'reizlos', 'unschön', 'unansehnlich', 'widerlich', 'unattraktiv', 'plump']","""gefährlich"" ist zu ""sicher"" wie ""schön"" ist zu "
340,DE,gefährlich,sicher,gefährlich,"['sicher', 'abgesichert', 'risikofrei', 'gefahrlos', 'unbedenklich', 'wohlbehalten', 'heil', 'harmlos', 'unverwundbar', 'geborgen', 'unverletzt']","""gefährlich"" ist zu ""sicher"" wie ""gefährlich"" ist zu "
341,DE,bunt,gebleicht,bunt,"['farblos', 'dumpf', 'neutral', 'blass', 'weiß', 'gebleicht', 'verblasst', 'ausgewaschen', 'verwaschen', 'glanzlos', 'düster', 'dunkel', 'abgestumpft', 'ergraut', 'etioliert', 'grell', 'wächsern', 'wie_Wachs', 'wachsartig', 'geweißt', 'stumpf,einfärbig']","""bunt"" ist zu ""gebleicht"" wie ""bunt"" ist zu "
342,DE,entschlossen,zögernd,bunt,"['farblos', 'dumpf', 'neutral', 'blass', 'weiß', 'gebleicht', 'verblasst', 'ausgewaschen', 'verwaschen', 'glanzlos', 'düster', 'dunkel', 'abgestumpft', 'ergraut', 'etioliert', 'grell', 'wächsern', 'wie_Wachs', 'wachsartig', 'geweißt', 'stumpf,einfärbig']","""entschlossen"" ist zu ""zögernd"" wie ""bunt"" ist zu "
343,DE,bunt,farblos,kompetent,"['inkompetent', 'ungelernt', 'unqualifiziert', 'ineffizient', 'nicht_ausgebildet,ungebildet']","""bunt"" ist zu ""farblos"" wie ""kompetent"" ist zu "
344,DE,bunt,gebleicht,reichlich,"['spärlich', 'selten', 'knapp', 'mager', 'karg', 'dürftig', 'kauserig', 'unzureichend', 'mangelhaft', 'begrenzt']","""bunt"" ist zu ""gebleicht"" wie ""reichlich"" ist zu "
345,DE,schön,reizlos,kompetent,"['inkompetent', 'ungelernt', 'unqualifiziert', 'ineffizient', 'nicht_ausgebildet,ungebildet']","""schön"" ist zu ""reizlos"" wie ""kompetent"" ist zu "
346,DE,schön,abstoßend,bunt,"['farblos', 'dumpf', 'neutral', 'blass', 'weiß', 'gebleicht', 'verblasst', 'ausgewaschen', 'verwaschen', 'glanzlos', 'düster', 'dunkel', 'abgestumpft', 'ergraut', 'etioliert', 'grell', 'wächsern', 'wie_Wachs', 'wachsartig', 'geweißt', 'stumpf,einfärbig']","""schön"" ist zu ""abstoßend"" wie ""bunt"" ist zu "
347,DE,entschlossen,zögernd,klar,"['wage', 'obskur', 'unklar', 'undefiniert', 'unbestimmt', 'undefinierbar']","""entschlossen"" ist zu ""zögernd"" wie ""klar"" ist zu "
348,DE,bunt,gebleicht,gefährlich,"['sicher', 'abgesichert', 'risikofrei', 'gefahrlos', 'unbedenklich', 'wohlbehalten', 'heil', 'harmlos', 'unverwundbar', 'geborgen', 'unverletzt']","""bunt"" ist zu ""gebleicht"" wie ""gefährlich"" ist zu "
349,DE,bunt,weiß,bunt,"['farblos', 'dumpf', 'neutral', 'blass', 'weiß', 'gebleicht', 'verblasst', 'ausgewaschen', 'verwaschen', 'glanzlos', 'düster', 'dunkel', 'abgestumpft', 'ergraut', 'etioliert', 'grell', 'wächsern', 'wie_Wachs', 'wachsartig', 'geweißt', 'stumpf,einfärbig']","""bunt"" ist zu ""weiß"" wie ""bunt"" ist zu "
350,DE,bewusst,desinteressiert,bunt,"['farblos', 'dumpf', 'neutral', 'blass', 'weiß', 'gebleicht', 'verblasst', 'ausgewaschen', 'verwaschen', 'glanzlos', 'düster', 'dunkel', 'abgestumpft', 'ergraut', 'etioliert', 'grell', 'wächsern', 'wie_Wachs', 'wachsartig', 'geweißt', 'stumpf,einfärbig']","""bewusst"" ist zu ""desinteressiert"" wie ""bunt"" ist zu "
351,DE,reichlich,knapp,schön,"['hässlich', 'entstellt', 'böse_aussehend', 'potthässlich', 'grotesk', 'monströs', 'abscheulich', 'abstoßend', 'skrofulös', 'reizlos', 'unschön', 'unansehnlich', 'widerlich', 'unattraktiv', 'plump']","""reichlich"" ist zu ""knapp"" wie ""schön"" ist zu "
352,DE,gekocht,halbgar,entschlossen,"['zögernd', 'unentschlossen', 'zögerlich', 'unschlüssig', 'unentschieden']","""gekocht"" ist zu ""halbgar"" wie ""entschlossen"" ist zu "
353,DE,bunt,neutral,reichlich,"['spärlich', 'selten', 'knapp', 'mager', 'karg', 'dürftig', 'kauserig', 'unzureichend', 'mangelhaft', 'begrenzt']","""bunt"" ist zu ""neutral"" wie ""reichlich"" ist zu "
354,DE,kompetent,inkompetent,bunt,"['farblos', 'dumpf', 'neutral', 'blass', 'weiß', 'gebleicht', 'verblasst', 'ausgewaschen', 'verwaschen', 'glanzlos', 'düster', 'dunkel', 'abgestumpft', 'ergraut', 'etioliert', 'grell', 'wächsern', 'wie_Wachs', 'wachsartig', 'geweißt', 'stumpf,einfärbig']","""kompetent"" ist zu ""inkompetent"" wie ""bunt"" ist zu "
355,DE,schön,hässlich,bunt,"['farblos', 'dumpf', 'neutral', 'blass', 'weiß', 'gebleicht', 'verblasst', 'ausgewaschen', 'verwaschen', 'glanzlos', 'düster', 'dunkel', 'abgestumpft', 'ergraut', 'etioliert', 'grell', 'wächsern', 'wie_Wachs', 'wachsartig', 'geweißt', 'stumpf,einfärbig']","""schön"" ist zu ""hässlich"" wie ""bunt"" ist zu "
356,DE,bewusst,desinteressiert,kompetent,"['inkompetent', 'ungelernt', 'unqualifiziert', 'ineffizient', 'nicht_ausgebildet,ungebildet']","""bewusst"" ist zu ""desinteressiert"" wie ""kompetent"" ist zu "
357,DE,klar,undefiniert,fähig,"['unfähig', 'nicht_fähig', 'inkompetent', 'nicht_in_der_Lage']","""klar"" ist zu ""undefiniert"" wie ""fähig"" ist zu "
358,DE,häufig,rar,bekümmert,"['unbekümmert', 'gleichgültig', 'unbeschwert', 'lässig', 'nonchalant', 'ungezwungen', 'losgelöst', 'unbeteiligt', 'desinteressiert', 'sorglos', 'ungestört', 'gelöst']","""häufig"" ist zu ""rar"" wie ""bekümmert"" ist zu "
359,DE,gekocht,halbgar,klar,"['wage', 'obskur', 'unklar', 'undefiniert', 'unbestimmt', 'undefinierbar']","""gekocht"" ist zu ""halbgar"" wie ""klar"" ist zu "
360,FR,coloré,neutre,décisif,"['hésitant', 'indécis', 'non_concluant', 'irrésolu']","""coloré"" est à ""neutre"" ce que ""décisif"" est à "
361,FR,conscient,indifférent,coloré,"['incolore', 'terne', 'neutre', 'pâle', 'blanc', 'blanchi', 'délavé', 'sombre', 'terni', 'grisonné', 'étiolé', 'cireux']","""conscient"" est à ""indifférent"" ce que ""coloré"" est à "
362,FR,concerné,désinvolte,concerné,"['insouciant', 'blasé', 'joyeux', 'désinvolte', 'nonchalant', 'dégager', 'détaché', 'non_impliqué', 'indifférent', 'négligent']","""concerné"" est à ""désinvolte"" ce que ""concerné"" est à "
363,FR,coloré,sombre,beau,"['laid', 'défiguré', 'mal_dans_sa_peau', 'répugnant', 'grotesque', 'monstrueux', 'hideux', 'repoussant', 'défavorisé', 'scrofuleux', 'peu_aimable', 'peu_pittoresque', 'disgracieux', 'déplaisant', 'peu_attrayant', 'maladroit']","""coloré"" est à ""sombre"" ce que ""beau"" est à "
364,FR,décisif,indécis,compétent,"['incompétent', 'non_qualifié', 'inefficace']","""décisif"" est à ""indécis"" ce que ""compétent"" est à "
365,FR,coloré,blanc,décisif,"['hésitant', 'indécis', 'non_concluant', 'irrésolu']","""coloré"" est à ""blanc"" ce que ""décisif"" est à "
366,FR,abondant,déficient,cuit,"['brut', 'mi-cuit', 'frais', 'naturel', 'sous-cuit', 'rare', 'non_cuit', 'non_grillé']","""abondant"" est à ""déficient"" ce que ""cuit"" est à "
367,FR,capable,incapable,commun,"['rare', 'peu_fréquent', 'extraordinaire']","""capable"" est à ""incapable"" ce que ""commun"" est à "
368,FR,beau,laid,concerné,"['insouciant', 'blasé', 'joyeux', 'désinvolte', 'nonchalant', 'dégager', 'détaché', 'non_impliqué', 'indifférent', 'négligent']","""beau"" est à ""laid"" ce que ""concerné"" est à "
369,FR,dangereux,sûr,beau,"['laid', 'défiguré', 'mal_dans_sa_peau', 'répugnant', 'grotesque', 'monstrueux', 'hideux', 'repoussant', 'défavorisé', 'scrofuleux', 'peu_aimable', 'peu_pittoresque', 'disgracieux', 'déplaisant', 'peu_attrayant', 'maladroit']","""dangereux"" est à ""sûr"" ce que ""beau"" est à "
370,FR,dangereux,sûr,dangereux,"['sûr', 'sans_risque', 'inoffensif', 'sain_et_sauf', 'indemne', 'invulnérable']","""dangereux"" est à ""sûr"" ce que ""dangereux"" est à "
371,FR,coloré,blanchi,coloré,"['incolore', 'terne', 'neutre', 'pâle', 'blanc', 'blanchi', 'délavé', 'sombre', 'terni', 'grisonné', 'étiolé', 'cireux']","""coloré"" est à ""blanchi"" ce que ""coloré"" est à "
372,FR,décisif,hésitant,coloré,"['incolore', 'terne', 'neutre', 'pâle', 'blanc', 'blanchi', 'délavé', 'sombre', 'terni', 'grisonné', 'étiolé', 'cireux']","""décisif"" est à ""hésitant"" ce que ""coloré"" est à "
373,FR,coloré,incolore,compétent,"['incompétent', 'non_qualifié', 'inefficace']","""coloré"" est à ""incolore"" ce que ""compétent"" est à "
374,FR,coloré,blanchi,abondant,"['rare', 'étroit', 'maigre', 'maigrement', 'avare', 'mesquin', 'insuffisant', 'déficient']","""coloré"" est à ""blanchi"" ce que ""abondant"" est à "
375,FR,beau,peu_aimable,compétent,"['incompétent', 'non_qualifié', 'inefficace']","""beau"" est à ""peu_aimable"" ce que ""compétent"" est à "
376,FR,beau,repoussant,coloré,"['incolore', 'terne', 'neutre', 'pâle', 'blanc', 'blanchi', 'délavé', 'sombre', 'terni', 'grisonné', 'étiolé', 'cireux']","""beau"" est à ""repoussant"" ce que ""coloré"" est à "
377,FR,décisif,hésitant,clair,"['vague', 'obscur', 'peu_clair', 'indéfini', 'indéfinissable']","""décisif"" est à ""hésitant"" ce que ""clair"" est à "
378,FR,coloré,blanchi,dangereux,"['sûr', 'sans_risque', 'inoffensif', 'sain_et_sauf', 'indemne', 'invulnérable']","""coloré"" est à ""blanchi"" ce que ""dangereux"" est à "
379,FR,coloré,blanc,coloré,"['incolore', 'terne', 'neutre', 'pâle', 'blanc', 'blanchi', 'délavé', 'sombre', 'terni', 'grisonné', 'étiolé', 'cireux']","""coloré"" est à ""blanc"" ce que ""coloré"" est à "
380,FR,conscient,indifférent,coloré,"['incolore', 'terne', 'neutre', 'pâle', 'blanc', 'blanchi', 'délavé', 'sombre', 'terni', 'grisonné', 'étiolé', 'cireux']","""conscient"" est à ""indifférent"" ce que ""coloré"" est à "
381,FR,abondant,étroit,beau,"['laid', 'défiguré', 'mal_dans_sa_peau', 'répugnant', 'grotesque', 'monstrueux', 'hideux', 'repoussant', 'défavorisé', 'scrofuleux', 'peu_aimable', 'peu_pittoresque', 'disgracieux', 'déplaisant', 'peu_attrayant', 'maladroit']","""abondant"" est à ""étroit"" ce que ""beau"" est à "
382,FR,cuit,mi-cuit,décisif,"['hésitant', 'indécis', 'non_concluant', 'irrésolu']","""cuit"" est à ""mi-cuit"" ce que ""décisif"" est à "
383,FR,coloré,neutre,abondant,"['rare', 'étroit', 'maigre', 'maigrement', 'avare', 'mesquin', 'insuffisant', 'déficient']","""coloré"" est à ""neutre"" ce que ""abondant"" est à "
384,FR,compétent,incompétent,coloré,"['incolore', 'terne', 'neutre', 'pâle', 'blanc', 'blanchi', 'délavé', 'sombre', 'terni', 'grisonné', 'étiolé', 'cireux']","""compétent"" est à ""incompétent"" ce que ""coloré"" est à "
385,FR,beau,laid,coloré,"['incolore', 'terne', 'neutre', 'pâle', 'blanc', 'blanchi', 'délavé', 'sombre', 'terni', 'grisonné', 'étiolé', 'cireux']","""beau"" est à ""laid"" ce que ""coloré"" est à "
386,FR,conscient,indifférent,compétent,"['incompétent', 'non_qualifié', 'inefficace']","""conscient"" est à ""indifférent"" ce que ""compétent"" est à "
